ASV	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Domain	Phylum	Class	Order	Family	Genus	Species	abslogFC	logFC_padj
ab149525cad479f6599c7923acc49691	3.9323784991725783	2.6461840359776154	0.7178209779785985	3.6864122353032016	2.2743782780607858e-4	0.004477915265493448	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospiraceae_UCG-010	NA	2.6461840359776154	590.941069467963
07699fa14cb8970eee5e8dda19dd5dbe	8.193341336453418	3.207834562251032	0.8024112899391765	3.997743554298929	6.394917825588574e-5	0.0015674074099044648	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Eisenbergiella	NA	3.207834562251032	2046.586319536765
cc7b0c4fe7613151aee46e9be3ea14a9	1.7159768905330637	-2.1803432915826977	0.4415810024099131	-4.937583998594933	7.909634144769335e-7	3.275679519954473e-5	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__Intestinimonas	NA	2.1803432915826977	66561.55702353327
3f49f2e33639f81618c76b5807f6498c	4.424548929651018	2.839657660471322	0.717881702120742	3.9556066857290006	7.634067026844367e-5	0.001763175865238478	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__[Eubacterium]_coprostanoligenes_group	g__Incertae_Sedis	NA	2.839657660471322	1610.5356909971342
21dcfff18d552ae0ca669d213652bda3	2.0196826890670216	-2.620708000290827	0.4564954956475745	-5.74092849826075	9.415884427841519e-9	7.06779824864854e-7	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__[Eubacterium]_coprostanoligenes_group	g__Incertae_Sedis	NA	2.620708000290827	3707955.3038910558
8538d07b8c1e8676f9b9c8c242aab14a	48.98178993194395	6.316051589686691	0.9701709831928604	6.51024582172143	7.502792227444696e-11	2.2527133662902698e-8	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__[Eubacterium]_coprostanoligenes_group	g__Incertae_Sedis	NA	6.316051589686691	280375288.05042154
f663dd604f793f22ce20452b09494608	1.6284703413824548	-2.0244822100626982	0.4087642923801357	-4.952688499953427	7.319509494857202e-7	3.1395467511869644e-5	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__UCG-010	g__Incertae_Sedis	NA	2.0244822100626982	64483.26368439345
9a91e2e1c9d7c179afb558a3fd4664fd	3.2812844761435023	-2.0284185392767893	0.5430181415882153	-3.735452619214685	1.8737785864743117e-4	0.0038800139350959454	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Ruminococcus	NA	2.0284185392767893	522.7864057211511
ee72ee97db064e5d745356f479b9e576	4.206455140006171	-2.028224346175457	0.666396216529151	-3.043571220645929	0.002337880949735188	0.023794873056203057	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	NA	NA	2.028224346175457	85.2378720989529
504efe2f63f610a0f92e8cd040e2f916	3.9233366239654783	2.6488120955658916	0.7113416296478565	3.723684914767554	1.9633593657640599e-4	0.003996601014038366	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Negativibacillus	NA	2.6488120955658916	662.76620714996
a383bbf0dc0a9f5c17cf3303b55af028	2.366680937539086	-3.0000233719555545	0.49898188846350966	-6.012289105709585	1.8292172112362766e-9	2.196889870694768e-7	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	NA	3.0000233719555545	13655774.975223472
29aae8b625298e07e7aee01534951d17	2.129978838804895	-2.808296342201059	0.48796097192516374	-5.755165891897916	8.655675229804183e-9	6.930310633996549e-7	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	NA	2.808296342201059	4052194.036476515
0f603a9018080b298f6f858569d3b3e2	5.392862885784074	-3.093200412458136	0.5804812334989385	-5.328682882327482	9.892755190292038e-8	6.0102498438864404e-6	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__UCG-005	NA	3.093200412458136	514654.21451730584
609d1ae0045de753ac19f31803e3e19d	13.953645942386261	4.463585514260228	0.8990624358200366	4.964711388691246	6.880330956006927e-7	3.112467929715529e-5	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__UCG-002	NA	4.463585514260228	143409.84758895772
84f9cf6d08ccc7adb4e945c4fd8be494	10.928526529047648	-2.754239298275544	0.7644954591592857	-3.6026888914479307	3.1494238413704966e-4	0.005645459751471591	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__UCG-002	NA	2.754239298275544	487.86802484201604
32cc17e12d08b4011ab0ec8c393fd12c	40.233225099558545	6.038683450515821	0.978816078613366	6.169375005639963	6.856044913058073e-10	1.0292637425728432e-7	d__Bacteria	p__Bacillota	c__Clostridia	o__Oscillospirales	f__Oscillospiraceae	g__UCG-002	NA	6.038683450515821	58669932.69792023
70745fa69950bfb64db28e3afff2b1e5	9.483368696869718	3.6609035822713976	0.8403192740827667	4.356562672285937	1.3212087517561438e-5	3.6901667694398346e-4	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Frisingicoccus	NA	3.6609035822713976	9920.699553714536
c0044f57ec04cd70905d690c5b7bd147	1.771100345355839	-2.272102435209371	0.44830545872882877	-5.068201582135366	4.0159197856182897e-7	1.9292478650110264e-5	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Coprococcus	NA	2.272102435209371	117771.41115024041
9e1f282914b07cd79711ce21e7cf4aff	43.58224947874411	2.5204968042397007	0.9018615655725902	2.794771282485513	0.005193644500336499	0.04214572327637929	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__[Eubacterium]_eligens_group	NA	2.5204968042397007	59.804331455199424
208c0c43c7c5d4a6bb549e0c8365cd21	17.598628947094525	3.7385439293881593	0.8619223452247926	4.33744866936143	1.4414618384675885e-5	3.9345356090899404e-4	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__[Eubacterium]_eligens_group	NA	3.7385439293881593	9501.868329139066
72ec78ecd4c30c1ddc64900630f35387	3.5601668775275686	2.4802814281461973	0.6824055966043915	3.634614722516823	2.78396357191148e-4	0.005143908076716442	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnospira	NA	2.4802814281461973	482.17841204686886
7c5414ff08bdf3d67f274b04bacc6afa	2.422000537490427	-3.052539431139631	0.5020082127726685	-6.080656358747572	1.1969156823389988e-9	1.5972174827657086e-7	d__Bacteria	p__Bacillota	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Megasphaera	NA	3.052539431139631	19111607.931149848
08a0cf376add32f3f4b57ec1e82a7a27	5.052896346472686	3.05422409833676	0.7757601809935324	3.937072529844405	8.24816828951015e-5	0.0018690660595663566	d__Bacteria	p__Bacillota	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Selenomonadaceae	g__Megamonas	NA	3.05422409833676	1634.0910385186562
94451b926d79f4c13eba64d580d5154f	4.9358836089037705	-4.483194862244452	0.5723053307607228	-7.833571733964588	4.742020911040819e-15	2.8475835570800116e-12	d__Bacteria	p__Bacillota	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	NA	NA	4.483194862244452	1574385710683.6365
e7ab4b543a03582976d41c0df48b69fe	12.565100632706041	-2.4641542097753972	0.7499811114836914	-3.285621693725791	0.0010175757575517257	0.012730296716871068	d__Bacteria	p__Bacillota	c__Negativicutes	o__Veillonellales-Selenomonadales	f__Veillonellaceae	g__Dialister	NA	2.4641542097753972	193.56612532917083
9484afed9f64641667938e294c07fe7c	25.622954650180137	5.3821205672797365	0.9088838002885352	5.92168169965305	3.1866595598544985e-9	3.479252846713866e-7	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	NA	NA	5.3821205672797365	15469184.921018654
7923a583f5a586d281ae452dcbab9028	2.089008669611542	-2.817158196089998	0.48941713824314087	-5.756149460157324	8.605420237138512e-9	6.930310633996549e-7	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Agathobacter	NA	2.817158196089998	4064981.1312504015
7af6fc12809fdafab918881f836460f8	75.36716499133573	4.118549413339095	0.9230638683045581	4.461824966569063	8.126459270679353e-6	2.5025327138681805e-4	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	NA	NA	4.118549413339095	16457.524772865116
67e8859e108281ee7971084bfa759522	187.18863993497854	2.420822430594556	0.8865487915296669	2.730613874525311	0.006321648924317273	0.0483586010070385	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Lachnoclostridium	NA	2.420822430594556	50.0598110818427
cdb51e76d8a1285c98a2b962844419db	3.138559319093005	2.2663326199247837	0.6884284557536807	3.292037975745262	9.946417982908812e-4	0.012574366313129982	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Moryella	NA	2.2663326199247837	180.23434052166192
a63f65ad0f7a1ffc9e5ea828e95cdd6b	19.02715512308605	2.998567768819028	0.8443724742477731	3.5512381801530952	3.834232631332284e-4	0.006578447700328676	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	NA	2.998567768819028	455.81691995046367
3525e8f55cd3355cc02bb9df648623e2	1.8716093083454242	-2.4238487615251496	0.4595246191220691	-5.274687493688501	1.3298249948425223e-7	7.259635540026679e-6	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Blautia	NA	2.4238487615251496	333880.226928891
61535a40adb8221483821e3984d0b1ac	22.90035383290515	3.4540021200718867	0.797499858275112	4.331037910831034	1.4840812457246393e-5	3.9608479469228707e-4	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__[Ruminococcus]_gauvreauii_group	NA	3.4540021200718867	8720.360302533842
b044a86e33a67caceb0a9f59149747ac	3.232382836030635	-2.7598808676335143	0.5767133981185202	-4.785532773536036	1.7053435473794239e-6	6.206416970917235e-5	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Howardella	NA	2.7598808676335143	44468.18318147316
b1a2eb74f17971864ed1ed964da108e5	107.85052866175413	7.098785491705534	1.1065120328491391	6.4154616316525646	1.4039677235321057e-10	2.810275393270098e-8	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Leptotrichiaceae	g__Sneathia	NA	7.098785491705534	252601062.11317718
f483115cf9def110ac01dc2ddc065a6c	4.379558824599629	2.8234133248936026	0.751378475146254	3.75764467347036	1.71520203641407e-4	0.003613960781988242	d__Bacteria	p__Fusobacteriota	c__Fusobacteriia	o__Fusobacteriales	f__Fusobacteriaceae	g__Fusobacterium	NA	2.8234133248936026	781.2517886096941
da8644094f1d480f3b3a6a03a7027ab4	62.35957452420954	4.36338328576883	0.9271719780642604	4.706120751059209	2.524750069414109e-6	8.422846759350959e-5	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Hungatella	NA	4.36338328576883	51804.139508114
a5af97c864a48da5a31864d5382cea20	5.080728609827865	-4.327928633514191	0.564613016032652	-7.6653008531845535	1.7841249475168888e-14	7.142446873225944e-12	d__Bacteria	p__Bacillota	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	NA	NA	4.327928633514191	605944812797.6691
