row	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Domain	Phylum	Class	Order	Family	Genus	Species
08ff68f5cebffbf00b63740f6ef7f364	1.3013698630136987	-1.5158944157696677e-7	0.5916623533037594	-2.562093747058819e-7	0.9999997955744956	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Steroidobacterales	f__Steroidobacteraceae	g__Incertae_Sedis	NA
bd5081f7ae4e0d4cd45c407f23068f16	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia-Shigella	NA
5d92d8822552c057f2320aabf55a4247	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia-Shigella	NA
ecdee0aca044f2ca5423a3cd3dd03448	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia-Shigella	NA
50bd7aa8db48727b2746ad7ef1eb554f	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia-Shigella	NA
70b61774c9afaef3bb3195d1897df968	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Aquamonas	NA
c36c7aa5e6c47fc763828a8add383940	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Haemophilus	NA
8e2cd06fd189258064f799d1ea5d5c7f	1.1506849315068493	-6.564103770145042e-8	0.5218593587622026	-1.257830037907997e-7	0.9999998996396833	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Haemophilus	NA
394eda29c886632f514dd94b58381186	1.2054794520547945	-0.1020981503651649	0.49478704337913815	-0.20634766356832554	0.8365193494143028	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Haemophilus	NA
d4323ab1fd41d176de5cdd8311cd3101	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Actinobacillus	NA
ca9c66d47347c03d0343d6fe03ed8636	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	g__Haemophilus	NA
f3384f1f36a908bd09b3c265bac26f8c	1.2191780821917808	-1.2223919869499107	0.42965813367343453	-2.8450339727049148	0.004440668660087643	0.42327039315529846	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Pasteurellaceae	NA	NA
b4bb370a59f2637d406ccc0f5a1b2a1e	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Morganellaceae	g__Morganella	NA
63afe8e6aac58bf0d670a82ca5bc574c	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Yersiniaceae	NA	NA
945184b6386c192c0066e0a98a154780	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	NA	NA
db2c9e372a6b791fdad2f43b5e74533d	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	NA	NA
4d72007c70f4abc0bf9e8fe8b826d07d	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	NA	NA
c939ee112ba982665e012437dae05c1e	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	NA	NA
4cbfff144d4e7a4e0f4619ed505be070	1.1095890410958904	0.4306342486813191	0.49587209906110646	0.8684381506777454	0.38515451727540223	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	NA	NA
40c00caf4aba9abc8cf5384e6e8e438c	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	NA	NA
be55f2c3cea91fd2eed842b94a484d20	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	NA	NA
d509a9b999e826dc5f7982d3b443a791	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia-Shigella	NA
f57cabd02554d88ba107201d7c772fbd	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia-Shigella	NA
551d5342b46ac267bc6a5da9d67b261a	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia-Shigella	NA
0be1484f101c08a77a6f34e40dd2f642	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia-Shigella	NA
9c4d4b6d306824a963a9ea03bf5ed140	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia-Shigella	NA
39b7592a8a28facf6a3dfd81e013eaad	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia-Shigella	NA
a3eab7cdcc6ff79cc81be0363a6ff21a	1.1232876712328768	0.47643792916852035	0.49457175282531846	0.9633342916306769	0.33537978968131027	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia-Shigella	NA
8bafedeb678c6cb11deef4768047bfc7	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia-Shigella	NA
dd76ee315469214d08ce4659f45d97eb	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia-Shigella	NA
9e787ce305381a372bbab3e55fdb8cc4	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia-Shigella	NA
18c2c9764fa4936d514850289294ce15	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia-Shigella	NA
d46e2205f0c6ecf67b51f83d111c509c	7.36986301369863	-1.8688884268180912	0.753510631089002	-2.480241617981027	0.013129338131739565	0.8267934553230591	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Enterobacteriaceae	g__Escherichia-Shigella	NA
4850a238b7fbbd5ffa204c5a5a396f2c	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Hafniaceae	g__Hafnia-Obesumbacterium	NA
59569afbca0342ed00919b6c31665ddc	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Morganellaceae	g__Cosenzaea	NA
38eaa8f3d127290bf06b9a82171c37c0	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Morganellaceae	g__Proteus	NA
bb7e5c6df18c100b97f890fc35eb2911	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Morganellaceae	g__Proteus	NA
11f0558dca37009cbf1a6083b0b658e5	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Morganellaceae	g__Providencia	NA
3fe93561235ac9bb8279ec49fed55fbd	1.1643835616438356	-7.127202929380053e-8	0.523384712749128	-1.3617522170152316e-7	0.999999891347893	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Pseudomonadales	f__Moraxellaceae	g__Enhydrobacter	NA
8adadd953ff6f3831d8492aaecdbe713	1	7.812247503266572e-17	0.5156406726742813	1.5150564952042475e-16	0.9999999999999999	0.9999999999999999	d__Bacteria	p__Pseudomonadota	c__Gammaproteobacteria	o__Enterobacterales	f__Succinivibrionaceae	g__Succinivibrio	NA
